18:59:30,0
19:00:00,1
19:00:30,3
19:01:00,3
19:01:30,1
19:02:00,1
19:02:30,5
19:03:00,0
19:03:30,2
19:04:00,4
19:04:30,2
19:05:00,3
19:05:30,0
19:06:00,0
19:06:30,5
19:07:00,1
19:07:30,0
19:08:00,0
19:08:30,2
19:09:00,0
19:09:30,7
19:10:00,1
19:10:30,2
19:11:00,3
19:11:30,0
19:12:00,3
19:12:30,12
19:13:00,1
19:13:30,0
19:14:00,0
19:14:30,1
19:15:00,3
19:15:30,1
19:16:00,0
19:16:30,2
19:17:00,2
19:17:30,1
19:18:00,1
19:18:30,0
19:19:00,1
19:19:30,4
19:20:00,1
19:20:30,1
19:21:00,1
19:21:30,2
19:22:00,3
19:22:30,5
19:23:00,3
19:23:30,4
19:24:00,2
19:24:30,5
19:25:00,3
19:25:30,1
19:26:00,1
19:26:30,5
19:27:00,4
19:27:30,0
19:28:00,1
19:28:30,1
19:29:00,6
19:29:30,8
19:30:00,4
19:30:30,11
19:31:00,3
19:31:30,4
19:32:00,5
19:32:30,4
19:33:00,3
19:33:30,1
19:34:00,4
19:34:30,0
19:35:00,5
19:35:30,2
19:36:00,3
19:36:30,3
19:37:00,5
19:37:30,5
19:38:00,5
19:38:30,3
19:39:00,2
19:39:30,3
19:40:00,4
19:40:30,2
19:41:00,2
19:41:30,2
19:42:00,3
19:42:30,0
19:43:00,7
19:43:30,0
19:44:00,8
19:44:30,4
19:45:00,4
19:45:30,2
19:46:00,7
19:46:30,10
19:47:00,3
19:47:30,5
19:48:00,11
19:48:30,14
19:49:00,7
19:49:30,7
19:50:00,6
19:50:30,11
19:51:00,7
19:51:30,6
19:52:00,3
19:52:30,5
19:53:00,9
19:53:30,5
19:54:00,6
19:54:30,12
19:55:00,10
19:55:30,15
19:56:00,14
19:56:30,17
19:57:00,19
19:57:30,11
19:58:00,3
19:58:30,21
19:59:00,0
19:59:30,58
20:00:00,22
20:00:30,16
20:01:00,21
20:01:30,32
20:02:00,36
20:02:30,33
20:03:00,24
20:03:30,42
20:04:00,20
20:04:30,36
20:05:00,35
20:05:30,59
20:06:00,42
20:06:30,29
20:07:00,29
20:07:30,30
20:08:00,34
20:08:30,15
20:09:00,20
20:09:30,29
20:10:00,15
20:10:30,14
20:11:00,36
20:11:30,64
20:12:00,63
20:12:30,40
20:13:00,55
20:13:30,72
20:14:00,105
20:14:30,92
20:15:00,107
20:15:30,85
20:16:00,76
20:16:30,109
20:17:00,81
20:17:30,86
20:18:00,65
20:18:30,37
20:19:00,37
20:19:30,90
20:20:00,85
20:20:30,89
20:21:00,74
20:21:30,63
20:22:00,61
20:22:30,69
20:23:00,110
20:23:30,113
20:24:00,129
20:24:30,134
20:25:00,133
20:25:30,97
20:26:00,89
20:26:30,105
20:27:00,116
20:27:30,101
20:28:00,148
20:28:30,131
20:29:00,132
20:29:30,127
20:30:00,115
20:30:30,166
20:31:00,153
20:31:30,141
20:32:00,144
20:32:30,145
20:33:00,153
20:33:30,134
20:34:00,121
20:34:30,145
20:35:00,146
20:35:30,117
20:36:00,142
20:36:30,130
20:37:00,111
20:37:30,115
20:38:00,130
20:38:30,156
20:39:00,177
20:39:30,159
20:40:00,167
20:40:30,184
20:41:00,161
20:41:30,135
20:42:00,150
20:42:30,141
20:43:00,165
20:43:30,159
20:44:00,157
20:44:30,171
20:45:00,177
20:45:30,153
20:46:00,155
20:46:30,144
20:47:00,165
20:47:30,168
20:48:00,181
20:48:30,163
20:49:00,187
20:49:30,213
20:50:00,170
20:50:30,180
20:51:00,178
20:51:30,172
20:52:00,177
20:52:30,135
20:53:00,165
20:53:30,161
20:54:00,157
20:54:30,189
20:55:00,206
20:55:30,192
20:56:00,192
20:56:30,183
20:57:00,170
20:57:30,70
20:58:00,23
20:58:30,1
20:59:00,11
20:59:30,12
21:00:00,9
21:00:30,8
21:01:00,4
21:01:30,7
21:02:00,18
21:02:30,135
21:03:00,143
21:03:30,178
21:04:00,186
21:04:30,137
21:05:00,9
21:05:30,12
21:06:00,7
21:06:30,14
21:07:00,4
21:07:30,1
21:08:00,3
21:08:30,2
21:09:00,72
21:09:30,145
21:10:00,29
21:10:30,67
21:11:00,101
21:11:30,128
21:12:00,113
21:12:30,158
21:13:00,161
21:13:30,143
21:14:00,135
21:14:30,133
21:15:00,160
21:15:30,160
21:16:00,107
21:16:30,133
21:17:00,75
21:17:30,102
21:18:00,119
21:18:30,170
21:19:00,153
21:19:30,132
21:20:00,168
21:20:30,181
21:21:00,163
21:21:30,161
21:22:00,188
21:22:30,169
21:23:00,186
21:23:30,163
21:24:00,196
21:24:30,171
21:25:00,131
21:25:30,167
21:26:00,154
21:26:30,140
21:27:00,125
21:27:30,159
21:28:00,159
21:28:30,183
21:29:00,179
21:29:30,156
21:30:00,156
21:30:30,158
21:31:00,161
21:31:30,117
21:32:00,137
21:32:30,149
21:33:00,164
21:33:30,196
21:34:00,156
21:34:30,176
21:35:00,169
21:35:30,154
21:36:00,148
21:36:30,142
21:37:00,171
21:37:30,160
21:38:00,131
21:38:30,57
21:39:00,12
21:39:30,12
21:40:00,5
21:40:30,5
21:41:00,10
21:41:30,7
21:42:00,81
21:42:30,132
21:43:00,159
21:43:30,177
21:44:00,154
21:44:30,140
21:45:00,86
21:45:30,83
21:46:00,81
21:46:30,112
21:47:00,107
21:47:30,128
21:48:00,133
21:48:30,110
21:49:00,122
21:49:30,138
21:50:00,150
21:50:30,162
21:51:00,141
21:51:30,149
21:52:00,151
21:52:30,90
21:53:00,91
21:53:30,90
21:54:00,90
21:54:30,110
21:55:00,124
21:55:30,146
21:56:00,135
21:56:30,171
21:57:00,133
21:57:30,159
21:58:00,2
21:58:30,138
21:59:00,139
21:59:30,180
22:00:00,157
22:00:30,177
22:01:00,153
22:01:30,181
22:02:00,153
22:02:30,144
22:03:00,138
22:03:30,174
22:04:00,152
22:04:30,134
22:05:00,128
22:05:30,133
22:06:00,136
22:06:30,112
22:07:00,140
22:07:30,143
22:08:00,146
22:08:30,131
22:09:00,136
22:09:30,140
22:10:00,167
22:10:30,146
22:11:00,127
22:11:30,151
22:12:00,121
22:12:30,89
22:13:00,111
22:13:30,105
22:14:00,102
22:14:30,99
22:15:00,113
22:15:30,107
22:16:00,106
22:16:30,115
22:17:00,93
22:17:30,103
22:18:00,101
22:18:30,93
22:19:00,122
22:19:30,114
22:20:00,113
22:20:30,101
22:21:00,88
22:21:30,107
22:22:00,104
22:22:30,76
22:23:00,73
22:23:30,85
22:24:00,86
22:24:30,85
22:25:00,108
22:25:30,97
22:26:00,104
22:26:30,112
22:27:00,93
22:27:30,61
22:28:00,22
22:28:30,12
22:29:00,9
22:29:30,7
22:30:00,24
22:30:30,67
22:31:00,76
22:31:30,77
22:32:00,88
22:32:30,91
22:33:00,98
22:33:30,88
22:34:00,95
22:34:30,83
22:35:00,109
22:35:30,123
22:36:00,70
22:36:30,66
22:37:00,61
22:37:30,29
22:38:00,33
22:38:30,18
22:39:00,29
22:39:30,50
22:40:00,37
22:40:30,34
22:41:00,37
22:41:30,34
22:42:00,51
22:42:30,31
22:43:00,35
22:43:30,37
22:44:00,27
22:44:30,37
22:45:00,30
22:45:30,30
22:46:00,28
22:46:30,25
22:47:00,19
22:47:30,20
22:48:00,16
22:48:30,42
22:49:00,29
22:49:30,13
22:50:00,22
22:50:30,21
22:51:00,18
22:51:30,23
22:52:00,21
22:52:30,11
22:53:00,17
22:53:30,16
22:54:00,23
22:54:30,27
22:55:00,9
22:55:30,37
22:56:00,32
22:56:30,20
22:57:00,13
22:57:30,0
22:58:00,13
22:58:30,8
22:59:00,23
22:59:30,18
23:00:00,27
23:00:30,27
23:01:00,18
23:01:30,13
23:02:00,9
23:02:30,13
23:03:00,16
23:03:30,20
23:04:00,22
23:04:30,15
23:05:00,9
23:05:30,16
23:06:00,18
23:06:30,21
23:07:00,11
23:07:30,14
23:08:00,12
23:08:30,6
23:09:00,15
23:09:30,14
23:10:00,9
23:10:30,1
23:11:00,15
23:11:30,9
23:12:00,8
23:12:30,8
23:13:00,7
23:13:30,9
23:14:00,15
23:14:30,10
23:15:00,7
23:15:30,9
23:16:00,13
23:16:30,10
23:17:00,11
23:17:30,11
23:18:00,19
23:18:30,14
23:19:00,14
23:19:30,9
23:20:00,7
23:20:30,25
23:21:00,24
